sample_id	group
SRR6298858	1
SRR6298860	1
SRR6298865	1
SRR6298866	1
SRR6298867	1
SRR6298870	1
SRR6298871	1
SRR6298872	1
SRR6298873	1
SRR6298874	1
SRR6298876	1
SRR6298877	1
SRR6298880	1
SRR6298881	1
SRR6298882	1
SRR6298886	1
SRR6298887	1
SRR6298892	1
SRR6298893	1
SRR6298895	1
SRR6298896	1
SRR6298897	1
SRR6298898	1
SRR6298902	1
SRR6298904	1
SRR6298905	1
SRR6298906	1
SRR6298908	1
SRR6298909	1
SRR6298910	1
SRR6298912	1
SRR6298913	1
SRR6298914	1
SRR6298915	1
SRR6298916	1
SRR6298918	1
SRR6298921	1
SRR6298922	1
SRR6298928	1
SRR6298929	1
SRR6298930	1
SRR6298932	1
SRR6298933	1
SRR6298936	1
SRR6298937	1
SRR6298939	1
SRR6298942	1
SRR6298945	1
SRR6298947	1
SRR6298948	1
SRR6298952	1
SRR6298953	1
SRR6298954	1
SRR6298955	1
SRR6298956	1
SRR6298957	1
SRR6298961	1
SRR6298962	1
SRR6298963	1
SRR6298966	1
SRR6298967	1
SRR6298969	1
SRR6298970	1
SRR6298972	1
SRR6298973	1
SRR6298974	1
SRR6298975	1
SRR6298978	1
SRR6298980	1
SRR6298981	1
SRR6298982	1
SRR6298983	1
SRR6298984	1
SRR6298985	1
SRR6298986	1
SRR6298987	1
SRR6298988	1
SRR6298989	1
SRR6298991	1
SRR6298992	1
SRR6298993	1
SRR6298997	1
SRR6298998	1
SRR6298999	1
SRR6299000	1
SRR6299004	1
SRR6299005	1
SRR6299008	1
SRR6299009	1
SRR6299012	1
SRR6299016	1
SRR6299017	1
SRR6299018	1
SRR6299019	1
SRR6299021	1
SRR6299023	1
SRR6299026	1
SRR6299027	1
SRR6299033	1
SRR6299034	1
SRR6299035	1
SRR6299037	1
SRR6299040	1
SRR6299041	1
SRR6299044	1
SRR6299047	1
SRR6299049	1
SRR6299050	1
SRR6299052	1
SRR6299055	1
SRR6299056	1
SRR6299057	1
SRR6299059	1
SRR6299061	1
SRR6299062	1
SRR6299063	1
SRR6299064	1
SRR6299065	1
SRR6299066	1
SRR6299067	1
SRR6299068	1
SRR6299070	1
SRR6299071	1
SRR6299072	1
SRR6299073	1
SRR6299074	1
SRR6299075	1
SRR6299077	1
SRR6299080	1
SRR6299081	1
SRR6299082	1
SRR6299083	1
SRR6299085	1
SRR6299086	1
SRR6299087	1
SRR6299088	1
SRR6299092	1
SRR6299093	1
SRR6299096	1
SRR6299097	1
SRR6299098	1
SRR6299101	1
SRR6299103	1
SRR6299105	1
SRR6299108	1
SRR6299110	1
SRR6299111	1
SRR6299112	1
SRR6299113	1
SRR6299116	1
SRR6299117	1
SRR6299118	1
SRR6299119	1
SRR6299123	1
SRR6299124	1
SRR6299125	1
SRR6299126	1
SRR6299127	1
SRR6299128	1
SRR6299129	1
SRR6299130	1
SRR6299131	1
SRR6299134	1
SRR6299135	1
SRR6299136	1
SRR6299137	1
SRR6299138	1
SRR6299139	1
SRR6299140	1
SRR6299141	1
SRR6299142	1
SRR6299143	1
SRR6299147	1
SRR6299148	1
SRR6299150	1
SRR6299151	1
SRR6299153	1
SRR6299155	1
SRR6299156	1
SRR6299157	1
SRR6299159	1
SRR6299161	1
SRR6299162	1
SRR6299163	1
SRR6299164	1
SRR6299165	1
SRR6299167	1
SRR6299168	1
SRR6299170	1
SRR6299171	1
SRR6299172	1
SRR6299173	1
SRR6299176	1
SRR6299177	1
SRR6299178	1
SRR6299179	1
SRR6299180	1
SRR6299183	1
SRR6299185	1
SRR6299186	1
SRR6299189	1
SRR6299190	1
SRR6299191	1
SRR6299195	1
SRR6299199	1
SRR6299205	1
SRR6299206	1
SRR6299208	1
SRR6299213	1
SRR6299214	1
SRR6299219	1
SRR6299220	1
SRR6299409	1
SRR6299431	1
SRR6299438	1
SRR6299444	1
SRR6299447	1
SRR6299451	1
SRR6299453	1
SRR6299457	1
SRR6299463	1
SRR6299464	1
SRR6299469	1
SRR6299472	1
SRR6299492	1
SRR6299497	1
SRR6299502	1
SRR6299504	1
SRR6299505	1
SRR6299506	1
SRR6299519	1
SRR6299525	1
SRR6299533	1
SRR6299537	1
SRR6299541	1
SRR6299545	1
SRR6299546	1
SRR6299558	1
SRR6299561	1
SRR6299562	1
SRR6299573	1
SRR6299575	1
SRR6299578	1
SRR6299579	1
SRR6299580	1
SRR6299581	1
SRR6299584	1
SRR6299585	1
SRR6299586	1
SRR6299589	1
SRR6299590	1
SRR6299591	1
SRR6299598	1
SRR6299600	1
SRR6299601	1
SRR6299602	1
SRR6299608	1
SRR6299609	1
SRR6299610	1
SRR6299611	1
SRR6299617	1
SRR6299618	1
SRR6299622	1
SRR6299623	1
SRR6299626	1
SRR6299632	1
SRR6299633	1
SRR6299639	1
SRR6299642	1
SRR6299645	1
SRR6299646	1
SRR6299651	1
SRR6299653	1
SRR6299658	1
SRR6299663	1
SRR6299665	1
SRR6299667	1
SRR6299668	1
SRR6299670	1
SRR6299688	1
SRR6299689	1
SRR6299693	1
SRR6299697	1
SRR6299699	1
SRR6299701	1
SRR6299702	1
SRR6299703	1
SRR6299705	1
SRR6299706	1
SRR6299709	1
SRR6299713	1
SRR6299714	1
SRR6299718	1
SRR6299725	1
SRR6299729	1
SRR6299733	1
SRR6299734	1
SRR6299736	1
SRR6299737	1
SRR6299743	1
SRR6299744	1
SRR6299751	1
SRR6299756	1
SRR6299768	1
SRR6299769	1
SRR6299772	1
SRR6299774	1
SRR6299775	1
SRR6299777	1
SRR6299786	1
SRR6299788	1
SRR6299790	1
SRR6299802	1
SRR6299806	1
SRR6299807	1
SRR6299809	1
SRR6299810	1
SRR6299823	1
SRR6299828	1
SRR6299829	1
SRR6299830	1
SRR6299831	1
SRR6299835	1
SRR6299838	1
SRR6299846	1
SRR6299849	1
SRR6299853	1
SRR6299857	1
SRR6299859	1
SRR6299861	1
SRR6299877	1
SRR6299880	1
SRR6299881	1
SRR6299891	1
SRR6299896	1
SRR6299899	1
SRR6299901	1
SRR6299917	1
SRR6299918	1
SRR6299919	1
SRR6299922	1
SRR6299924	1
SRR6299928	1
SRR6299929	1
SRR6299930	1
SRR6299932	1
SRR6299936	1
SRR6299938	1
SRR6299939	1
SRR6299940	1
SRR6299941	1
SRR6299942	1
SRR6299955	1
SRR6299958	1
SRR6299959	1
SRR6299961	1
SRR6299964	1
SRR6299974	1
SRR6299989	1
SRR6299990	1
SRR6299995	1
SRR6299997	1
SRR6300001	1
SRR6300003	1
SRR6300004	1
SRR6300005	1
SRR6300006	1
SRR6300008	1
SRR6300013	1
SRR6300014	1
SRR6300015	1
SRR6300016	1
SRR6300022	1
SRR6300029	1
SRR6300030	1
SRR6300035	1
SRR6300036	1
SRR6300037	1
SRR6300038	1
SRR6300039	1
SRR6300041	1
SRR6300042	1
SRR6300043	1
SRR6300051	1
SRR6300052	1
SRR6300065	1
SRR6300067	1
SRR6300068	1
SRR6300071	1
SRR6300077	1
SRR6300081	1
SRR6300082	1
SRR6300085	1
SRR6300087	1
SRR6300093	1
SRR6300094	1
SRR6300097	1
SRR6300098	1
SRR6300099	1
SRR6300100	1
SRR6300101	1
SRR6300105	1
SRR6300109	1
SRR6300114	1
SRR6300118	1
SRR6300125	1
SRR6300132	1
SRR6300134	1
SRR6300135	1
SRR6300136	1
SRR6300141	1
SRR6300142	1
SRR5762484	1
SRR5762486	1
SRR5762488	0
SRR5762489	0
SRR5762490	1
SRR5762491	1
SRR5762493	1
SRR5762495	0
SRR5762499	0
SRR5762500	0
SRR5762501	0
SRR5762503	0
SRR5762504	0
SRR5762507	0
SRR5762508	0
SRR5762510	0
SRR5762511	0
SRR5762513	0
SRR5762516	0
SRR5762517	1
SRR5762521	0
SRR5762523	0
SRR5762526	0
SRR5762527	0
SRR5762528	0
SRR5762530	0
SRR5762532	0
SRR5762533	0
SRR5762536	0
SRR5762537	1
SRR5762538	0
SRR5762539	0
SRR5762540	0
SRR5762542	0
SRR5762545	0
SRR5762549	0
SRR5762551	0
SRR5762553	0
SRR5762554	1
SRR5762555	0
SRR5762556	0
SRR5762557	1
SRR5762560	1
SRR5762562	1
